@RELATION PPI

@ATTRIBUTE GO_sim_bp_avg numeric
@ATTRIBUTE GO_sim_bp_sum numeric
@ATTRIBUTE GO_sim_bp_max numeric
@ATTRIBUTE GO_sim_cc_avg numeric
@ATTRIBUTE GO_sim_cc_sum numeric
@ATTRIBUTE GO_sim_cc_max numeric
@ATTRIBUTE PCC_1_devtissues numeric
@ATTRIBUTE PCC_2_heterog numeric
@ATTRIBUTE domain_match numeric
@ATTRIBUTE domain_score numeric
@ATTRIBUTE orthology_score numeric
@ATTRIBUTE class {1,-1}

@DATA
0.0353535353535354,304,7,0.0151515151515152,12,3,0,0,0,0,0,1
0.00980392156862745,340,3,0.00980392156862745,12,3,0.0458618333134101,0.109045403021355,0,0,0,1
0,0,0,0,0,0,0,0.111121343549496,0,0,1,1
0,0,0,0,0,0,0.343825983834168,0.4737116213985,0,0,1,1
0.00833333333333333,48,1,0,0,0,0.0528219548885365,-0.115420575753467,0,0,1,1
0,0,0,0,0,0,0,-0.304858597277507,0,0,1,1
0.0404040404040404,120,4,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.362112247839408,0.138817450231859,3,0.75,3,1
0,0,0,0.125,4,2,0,0.132708751367729,0,0,1,1
0.0340909090909091,90,3,0.0568181818181818,5,5,0.57281530343665,0.270310811034143,3,0.428571428571429,1,1
0,0,0,0,0,0,0.622709534314549,0.417621207251681,0,0,1,1
0.0987654320987654,200,8,0.0617283950617284,5,5,0,0,1,1,1,1
0,0,0,0,0,0,-0.269882067112687,-0.156192555779056,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.665510758269404,0.440996763718155,11,1,1,1
0,0,0,0,0,0,-0.105118043346876,-0.705996928034692,0,0,1,1
0,0,0,0,0,0,0,-0.371026420653432,1,1,1,1
0,0,0,0,0,0,0,0.149594177484467,0,0,2,1
0.0157894736842105,180,3,0.0210526315789474,4,4,0.0632303402538487,-0.228123323591088,0,0,1,1
0,0,0,0,0,0,-0.0283030743193955,-0.0962947465457014,2,0.5,0,1
0,0,0,0,0,0,1,1,11,1,1,1
0,0,0,0,0,0,-0.0821291730690937,0.0843720538801832,0,0,3,1
0.00833333333333333,10,1,0.0416666666666667,20,5,-0.210612414970426,-0.308165453229666,3,0.428571428571429,1,1
0,0,0,0,0,0,0.929656519331216,0.242978933366295,1,1,1,1
0,0,0,0.0416666666666667,12,3,0,0.673351479438101,0,0,1,1
0,0,0,0,0,0,-0.139290655535614,-0.0152882855232705,0,0,1,1
0.015625,5,1,0.078125,10,5,0.0260639401482778,0.369991983394884,3,0.428571428571429,1,1
0.28,63,7,0,0,0,1,1,3,1,2,1
0,0,0,0,0,0,0,-0.395979750737881,0,0,1,1
0,0,0,0,0,0,0.422301238355445,-0.10041518926881,0,0,0,1
0,0,0,0,0,0,0.315766860192939,0.262852893093062,0,0,1,1
0.0888888888888889,200,8,0.0555555555555556,5,5,-0.108524241996434,0.224027809950023,2,1,1,1
0.0238095238095238,156,4,0,0,0,0.324759573939396,-0.228610475184299,0,0,2,1
0,0,0,0,0,0,0.570307692413233,0.325905420890394,1,1,0,1
0,0,0,0,0,0,0.481357511800286,0.766840603515738,3,1,1,1
0,0,0,0,0,0,0.537403563765846,0.0999334119167821,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0.0277777777777778,516,7,0,0,0,-0.406928550089749,-0.445652419725251,3,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0.0296296296296296,44,4,0.037037037037037,9,5,0.613901297731202,0.686068226857206,2,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0.03125,384,8,0.01953125,20,5,1,1,2,1,1,1
0,0,0,0,0,0,0.162912974395563,0.307221208263424,6,1,1,1
0.041025641025641,560,8,0.0256410256410256,14,5,0,0,1,1,1,1
0,0,0,0,0,0,0,-0.323760365665625,1,1,1,1
0.0333333333333333,800,8,0.0208333333333333,9,5,0.051619360099973,-0.182478914557657,2,0.5,0,1
0,0,0,0,0,0,0.273282979105992,-0.10772698387303,3,0.428571428571429,1,1
0,0,0,0,0,0,0.0118032417060444,-0.094268677536815,0,0,1,1
0.0238095238095238,4,1,0.119047619047619,5,5,-0.278965519597083,-0.192704355256208,3,0.428571428571429,0,1
0,0,0,0,0,0,0.0953249491270474,-0.201820760384566,2,0.5,1,1
0,0,0,0,0,0,0.178172270193661,0.21055594853833,0,0,1,1
0,0,0,0,0,0,-0.448427384059954,-0.65298215972908,3,0.428571428571429,1,1
0,0,0,0,0,0,0.683502646747412,0.706412471102714,2,1,1,1
0.00735294117647059,132,2,0,0,0,0.400488961808167,0.645692377385146,0,0,1,1
0,0,0,0,0,0,0.72814635334483,0.806322266107727,0,0,1,1
0.0168269230769231,384,7,0.0120192307692308,315,5,0.696465754066215,0.939000442339629,2,0.666666666666667,3,1
0,0,0,0,0,0,0,0.000565308202905826,0,0,0,1
0,0,0,0,0,0,0.104251653121938,0.407026317110695,0,0,1,1
0,0,0,0,0,0,-0.574244241131158,-0.295087812869849,2,0.5,1,1
0,0,0,0,0,0,-0.345268219171308,-0.0774216990723065,0,0,1,1
0,0,0,0,0,0,0.916752702139528,0.890211890299679,0,0,1,1
0.0518518518518519,185,7,0.037037037037037,5,5,-0.170771510728042,-0.168266426412337,2,1,1,1
0,0,0,0,0,0,0,0.265516201437898,0,0,1,1
0,0,0,0,0,0,0.431951284351853,0.481626881503565,0,0,2,1
0,0,0,0,0,0,0.502535860745417,0.48475825748685,4,1,2,1
0.0285714285714286,10,2,0.0571428571428571,8,4,0.237034083052885,-0.213474531871979,0,0,1,1
0,0,0,0,0,0,0.826623905204878,0.471977320187825,1,1,1,1
0,0,0,0,0,0,0.331614136569575,0.20656084312721,2,1,0,1
0,0,0,0,0,0,-0.383415452180587,-0.0730996788399937,3,0.428571428571429,1,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0.121212121212121,4,4,-0.272746981044468,-0.212192363212254,0,0,1,1
0.012987012987013,459,6,0.0108225108225108,16,5,-0.26059469030039,-0.0531993141271764,0,0,1,1
0,0,0,0,0,0,-0.446471263963511,-0.123517629556201,2,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0.0657894736842105,30,5,0,0.628434982598777,2,0.666666666666667,1,1
0,0,0,0,0,0,0.27931276762135,0.399405916973621,2,1,1,1
0,0,0,0,0,0,0,-0.0253490631621847,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.0263784858005336,0.364282604916583,0,0,4,1
0,0,0,0,0,0,-0.262149374147118,0.194174612581252,0,0,2,1
0.0526315789473684,210,10,0.0368421052631579,126,7,0,0.70288932658263,2,0.666666666666667,2,1
0,0,0,0,0,0,0.0906589072358954,-0.0759047415136796,0,0,3,1
0,0,0,0,0,0,-0.582939417865891,-0.33369627945398,0,0,3,1
0,0,0,0,0,0,-0.27198457816472,-0.212888014806934,2,0.666666666666667,1,1
0,0,0,0,0,0,0.463134447291636,0.330200846269717,5,1,1,1
0,0,0,0,0,0,0,-0.0538404294443875,0,0,1,1
0.0592592592592593,400,8,0.037037037037037,14,5,0,0,1,1,1,1
0,0,0,0,0,0,0.546576744402675,0.866738992113632,1,0.333333333333333,3,1
0,0,0,0,0,0,-0.116755441743665,-0.157607228943697,0,0,1,1
0,0,0,0.15625,15,5,0.532967193358481,0.608892004373928,2,1,2,1
0,0,0,0,0,0,0.752650542843142,0.961353566842268,1,1,3,1
0,0,0,0,0,0,0.02280879809574,0.1410657983122,0,0,1,1
0.1,80,4,0,0,0,0.0491104443347805,-0.484596160249789,0,0,1,1
0.0535714285714286,60,3,0.0892857142857143,5,5,-0.0725504187628235,-0.346482735351839,3,0.428571428571429,0,1
0.0210084033613445,340,5,0,0,0,0.482097668739748,0.312714753742293,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,-0.315340955232695,-0.0532793881256975,2,1,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,-0.287093637295136,0,0,1,1
0,0,0,0,0,0,0.259877364927125,0.219131227164526,1,0.5,1,1
0,0,0,0,0,0,0.153541561294629,0.526165411900795,3,1,1,1
0,0,0,0.25,4,4,0,-0.321498612205196,2,1,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0.025,4,1,0,0,0,0.316946758455221,0.358631771925312,0,0,1,1
0.0364372469635627,246,9,0.0161943319838057,28,4,0.247190325078669,-0.0684891148951837,0,0,1,1
0,0,0,0,0,0,0.186503134153919,-0.103189756931529,3,0.428571428571429,1,1
0,0,0,0,0,0,-0.138350133540377,-0.499008690103262,0,0,1,1
0,0,0,0,0,0,0.504378414374843,0.178393325514619,0,0,1,1
0,0,0,0,0,0,-0.170552199412032,-0.710528720172855,0,0,1,1
0.0246913580246914,270,8,0.0154320987654321,320,5,1,1,1,1,3,1
0,0,0,0,0,0,0.0477642655813113,-0.134538298614878,0,0,1,1
0.166666666666667,20,5,0.166666666666667,8,5,0.505072409153452,0.308172931246633,2,1,1,1
0.0803571428571429,204,9,0.0446428571428571,5,5,0.430603935807119,-0.0498564487086938,2,1,1,1
0,0,0,0,0,0,0.249911318855116,0.57452024629463,0,0,0,1
0,0,0,0,0,0,0.747961820987005,0.312900785257183,4,0.666666666666667,4,1
0,0,0,0,0,0,0.298992366781108,0.251376392866789,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0.0227272727272727,10,5,-0.0899363454282455,0.0183197982192766,0,0,1,1
0,0,0,0,0,0,0.605652655964657,0.503655006785496,0,0,1,1
0.0518518518518519,402,7,0,0,0,0.316069322077972,0.33955398810645,3,1,1,1
0,0,0,0,0,0,0.0096067825831233,0.388201843150332,0,0,4,1
0,0,0,0,0,0,-0.157285671720499,-0.167371888009871,3,1,1,1
0,0,0,0,0,0,0.719268483744095,0.748820552670672,2,1,1,1
0.0118343195266272,948,8,0.00591715976331361,4,4,1,1,5,1,4,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.227553499773054,0.106895563388972,0,0,4,1
0,0,0,0,0,0,-0.531665109065663,-0.497747324451823,0,0,1,1
0.0153061224489796,288,3,0,0,0,0.101340812480572,0.0224726848227915,0,0,1,1
0,0,0,0,0,0,0.466008368610074,0.462233444556753,2,1,1,1
0,0,0,0,0,0,1,1,1,1,1,1
0.0592592592592593,400,8,0.037037037037037,14,5,0,0.192239977764143,1,1,1,1
0.00639386189258312,926,5,0.00639386189258312,88,5,0.48082015810464,0.540779518035429,0,0,1,1
0,0,0,0,0,0,0.257338258603285,0.476658575875606,0,0,2,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0.148396887074791,0.244169699771045,1,1,1,1
0,0,0,0,0,0,-0.242585647853499,-0.0887526860849007,0,0,1,1
0.00892857142857143,10,1,0.0446428571428571,20,5,-0.486944025086056,-0.639761408027109,3,0.428571428571429,1,1
0,0,0,0,0,0,-0.0671513613690886,-0.150840509879178,0,0,1,1
0.0317460317460317,80,4,0.0317460317460317,4,4,-0.510171749491061,-0.108280108028939,0,0,1,1
0,0,0,0,0,0,0.228208334457506,-0.128750704299503,0,0,1,1
0,0,0,0,0,0,-0.188977862887396,0.0282235126925261,0,0,1,1
0,0,0,0,0,0,-0.214629905882257,-0.151814334437017,2,1,1,1
0,0,0,0,0,0,0.496124084567497,0.431342855404235,0,0,2,1
0,0,0,0,0,0,0.508618286063648,0.48256768019652,0,0,1,1
0,0,0,0,0,0,-0.12325780226678,-0.346840041180543,0,0,1,1
0,0,0,0,0,0,0.762802539003418,0.780012461451582,2,1,1,1
0,0,0,0,0,0,0.36976063868259,0.229657100232695,0,0,1,1
0,0,0,0,0,0,0.744680970991023,0.618864024421467,0,0,1,1
0,0,0,0,0,0,-0.343419297995106,-0.125191014869314,2,1,1,1
0.0340136054421769,325,5,0,0,0,-0.0826820224863065,-0.114026681290881,0,0,1,1
0,0,0,0.0714285714285714,4,2,-0.00213915590554225,0.387985753438315,1,1,1,1
0,0,0,0,0,0,-0.343530516016744,-0.267937022423395,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,-0.0327155531905612,-0.0238102505285174,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,-0.235126291216046,0,0,1,1
0,0,0,0,0,0,0.113154468589218,0.422152226713477,0,0,1,1
0.0267857142857143,60,3,0.0446428571428571,15,5,-0.376539757615887,-0.435007954459248,0,0,0,1
0.0119047619047619,10,1,0.0595238095238095,10,5,-0.0404433752278867,-0.116366772472052,4,1,3,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0.0208333333333333,65,3,0.0347222222222222,24,5,-0.246922442666748,0.266868640708049,0,0,1,1
0.0666666666666667,52,3,0,0,0,-0.232426964911941,0.402050229943659,0,0,1,1
0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0.0757575757575758,63,5,-0.303258601946737,-0.206892437585058,0,0,1,1
0.0235294117647059,30,4,0.0235294117647059,256,4,0.547623980282803,0.341015066871508,3,1,4,1
0,0,0,0.138888888888889,45,5,1,1,4,1,2,1
0,0,0,0,0,0,-0.368538750272286,-0.252130211378683,0,0,1,1
0.0427350427350427,197,5,0.0256410256410256,3,3,0.192552345315211,-0.0376243276520144,0,0,1,1
0,0,0,0,0,0,0,0.203389899332157,0,0,1,1
0,0,0,0,0,0,-0.108774199767097,-0.0465153535305519,0,0,1,1
0.0317460317460317,420,8,0.0198412698412698,9,5,-0.344602635880448,0.526694499612816,3,1,1,1
0,0,0,0,0,0,-0.326287188106639,-0.0413031582551409,0,0,1,1
0.0446428571428571,34,5,0.0267857142857143,24,3,0.627859958917109,0.522044543544942,0,0,1,1
0,0,0,0,0,0,0.493249649066895,0.515817839334298,0,0,0,1
0.0657894736842105,210,10,0.0460526315789474,126,7,0,0.776765958165588,2,0.666666666666667,1,1
0.102272727272727,168,9,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,-0.15615287481369,0.0639242307750203,0,0,1,1
0,0,0,0,0,0,0.459545029194481,0.0948433012069912,0,0,1,1
0,0,0,0,0,0,0.524057635053099,0.56024881894305,0,0,1,1
0.1,200,8,0.0625,5,5,0,-0.388419956636686,1,1,1,1
0,0,0,0,0,0,0.603417419095737,0.62860475461001,2,0.666666666666667,2,1
0,0,0,0,0,0,0.763653640528833,0.678520084091349,4,0.666666666666667,3,1
0.00446428571428571,96,1,0,0,0,0.102462283432227,0.0971613212703735,0,0,1,1
0,0,0,0,0,0,0,0.537412881147353,5,1,1,1
0,0,0,0,0,0,0.424299535161613,-0.0663735132144758,3,0.75,1,1
0,0,0,0,0,0,-0.455237520904364,-0.446739286292935,2,1,1,1
0,0,0,0,0,0,-0.56884663034025,-0.43569486108876,2,1,0,1
0,0,0,0,0,0,0.273729661934526,0.27954255024728,3,0.428571428571429,1,1
0,0,0,0,0,0,0.335150032829543,0.555131193686219,0,0,1,1
0,0,0,0,0,0,-0.138379154810026,0.0391583365053366,0,0,1,1
0,0,0,0,0,0,0.127382117634142,0.219143262807951,0,0,1,1
0,0,0,0,0,0,0,0.0170889301795585,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,-0.60298625457828,0.115271590108772,0,0,1,1
0,0,0,0.0416666666666667,12,4,0,0.113839039194148,0,0,1,1
0,0,0,0,0,0,0,0,0,0,1,1
0.0311111111111111,727,7,0,0,0,1,1,3,1,2,1
0.0170454545454545,176,6,0.0142045454545455,10,5,-0.0270413416110512,-0.154065928880745,0,0,1,1
0.0518518518518519,245,7,0,0,0,0.314152700206235,0.348820823203972,3,1,2,1
0,0,0,0.0217391304347826,4,2,0,-0.0434966039476954,0,0,1,1
0.0175438596491228,290,4,0.0219298245614035,13,5,0.0839550833530184,0.106394967348911,0,0,1,1
0,0,0,0,0,0,-0.452422519874209,-0.392263674794795,3,0.428571428571429,1,1
0,0,0,0,0,0,0.446373270123356,0.810298534429943,0,0,3,1
0,0,0,0,0,0,0,0,1,0.5,1,1
0,0,0,0,0,0,0,0.00498815075824282,3,1,1,1
0.0476190476190476,7,2,0.119047619047619,5,5,0.754737458257471,0.526626584004711,3,0.428571428571429,4,1
0,0,0,0,0,0,0.0135278521496941,0.446108400589065,1,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,-0.184169779441958,-0.117105268437084,0,0,0,1
0.0333333333333333,85,3,0.0444444444444444,4,4,-0.138867236289714,0.107607417322472,0,0,1,1
0,0,0,0,0,0,0.0946689871341653,-0.10243427335639,0,0,1,1
